"tool_final","Orthogroup","Ambrosia","Non_Ambrosia","NumberGenes"
"Virulence","N0.HOG0004286",1,1,651
"Virulence","N0.HOG0004288",0,2,1108
"Virulence","N0.HOG0004289",0,1,797
"Virulence","N0.HOG0004290",0,2,1108
"Virulence","N0.HOG0004291",0,31,1
"Virulence","N0.HOG0004294",1,1,651
"Virulence","N0.HOG0004295",2,0,645
"Virulence","N0.HOG0004297",2,0,645
"Virulence","N0.HOG0004298",2,0,645
"Virulence","N0.HOG0004301",2,0,645
"Virulence","N0.HOG0004304",1,1,651
"Virulence","N0.HOG0004307",2,0,645
"Virulence","N0.HOG0004308",1,1,651
"Virulence","N0.HOG0004316",0,4,110
"Virulence","N0.HOG0004318",0,29,1
"Virulence","N0.HOG0004320",0,1,797
"Virulence","N0.HOG0004322",0,3,177
"Virulence","N0.HOG0004324",0,1,797
"Virulence","N0.HOG0004325",1,1,651
"Virulence","N0.HOG0004327",0,3,177
"Virulence","N0.HOG0004328",0,2,1108
"Virulence","N0.HOG0004329",0,1,797
"Virulence","N0.HOG0004330",0,1,797
"Virulence","N0.HOG0004332",3,0,128
"Virulence","N0.HOG0004333",1,1,651
"Virulence","N0.HOG0004335",2,0,645
"Virulence","N0.HOG0004337",0,1,797
"Virulence","N0.HOG0004338",0,1,797
"Virulence","N0.HOG0004339",2,0,645
"Virulence","N0.HOG0004347",3,5,5
"Virulence","N0.HOG0004348",0,2,1108
"Virulence","N0.HOG0004353",0,2,1108
"Virulence","N0.HOG0004357",2,2,439
"Virulence","N0.HOG0004359",4,0,55
"Virulence","N0.HOG0004360",2,3,45
"Virulence","N0.HOG0004365",0,2,1108
"Virulence","N0.HOG0004367",2,2,439
"Virulence","N0.HOG0004369",0,1,797
"Virulence","N0.HOG0004373",1,1,651
"Virulence","N0.HOG0004374",2,0,645
"Virulence","N0.HOG0004375",0,2,1108
"Virulence","N0.HOG0004376",2,0,645
"Virulence","N0.HOG0004377",0,2,1108
"Virulence","N0.HOG0004380",0,4,110
"Virulence","N0.HOG0004381",2,2,439
"Virulence","N0.HOG0004387",1,1,651
"Virulence","N0.HOG0004391",1,1,651
"Virulence","N0.HOG0004392",0,2,1108
"Virulence","N0.HOG0004394",1,1,651
"Virulence","N0.HOG0004396",1,2,163
"Virulence","N0.HOG0004401",2,0,645
"Virulence","N0.HOG0004409",2,0,645
"Virulence","N0.HOG0004411",2,2,439
"Virulence","N0.HOG0004412",0,2,1108
"Virulence","N0.HOG0004414",0,2,1108
"Virulence","N0.HOG0004418",0,2,1108
"Virulence","N0.HOG0004419",0,4,110
"Virulence","N0.HOG0004421",1,1,651
"Virulence","N0.HOG0004422",0,1,797
"Virulence","N0.HOG0004439",0,2,1108
"Virulence","N0.HOG0004442",1,1,651
"Virulence","N0.HOG0004443",2,0,645
"Virulence","N0.HOG0004444",1,1,651
"Virulence","N0.HOG0004446",2,0,645
"Virulence","N0.HOG0004450",1,1,651
"Virulence","N0.HOG0004459",0,7,24
"Virulence","N0.HOG0004460",3,0,128
"Virulence","N0.HOG0004461",1,0,168
"Virulence","N0.HOG0004462",0,2,1108
"Virulence","N0.HOG0004471",0,1,797
"Virulence","N0.HOG0004475",0,1,797
"Virulence","N0.HOG0004480",3.5,2,9
"Virulence","N0.HOG0004481",1,1,651
"Virulence","N0.HOG0004484",2,0,645
"Virulence","N0.HOG0004485",2,0,645
"Virulence","N0.HOG0004492",1,1,651
"Virulence","N0.HOG0004494",2,0,645
"Virulence","N0.HOG0004495",3,4,11
"Virulence","N0.HOG0004496",1,1,651
"Virulence","N0.HOG0004497",0,2,1108
"Virulence","N0.HOG0004498",1,1,651
"Virulence","N0.HOG0004502",2,2,439
"Virulence","N0.HOG0004504",0,1,797
"Virulence","N0.HOG0004507",2,2,439
"Virulence","N0.HOG0004509",1,2,163
"Virulence","N0.HOG0004512",1,0,168
"Virulence","N0.HOG0004517",2,2,439
"Virulence","N0.HOG0004518",0,2,1108
"Virulence","N0.HOG0004523",0,2,1108
"Virulence","N0.HOG0004528",0,1,797
"Virulence","N0.HOG0004535",0,2,1108
"Virulence","N0.HOG0004536",1,1,651
"Virulence","N0.HOG0004537",0,2,1108
"Virulence","N0.HOG0004540",2,1,184
"Virulence","N0.HOG0004542",0,2,1108
"Virulence","N0.HOG0004547",0,1.5,76
"Virulence","N0.HOG0004548",1,1,651
"Virulence","N0.HOG0004550",0,2,1108
"Virulence","N0.HOG0004552",0,1,797
"Virulence","N0.HOG0004553",1,1,651
"Virulence","N0.HOG0004562",0,1,797
"Virulence","N0.HOG0004563",1,1,651
"Virulence","N0.HOG0004565",0,2,1108
"Virulence","N0.HOG0004566",1,1,651
"Virulence","N0.HOG0004578",0,1,797
"Virulence","N0.HOG0004580",0,1,797
"Virulence","N0.HOG0004585",0,1,797
"Virulence","N0.HOG0004589",1,1,651
"Virulence","N0.HOG0004591",1,1,651
"Virulence","N0.HOG0004594",2,1,184
"Virulence","N0.HOG0004600",4,3,22
"Virulence","N0.HOG0004601",1,1,651
"Virulence","N0.HOG0004606",0,19,2
"Virulence","N0.HOG0004607",1,1,651
"Virulence","N0.HOG0004609",0,2,1108
"Virulence","N0.HOG0004610",2,2,439
"Virulence","N0.HOG0004620",0,1,797
"Virulence","N0.HOG0004621",1,1,651
"Virulence","N0.HOG0004628",1,1,651
"Virulence","N0.HOG0004630",2,1,184
"Virulence","N0.HOG0004633",0,1.5,76
"Virulence","N0.HOG0004634",5,0,26
"Virulence","N0.HOG0004635",1,2,163
"Virulence","N0.HOG0004637",0,1,797
"Virulence","N0.HOG0004640",1,1,651
"Virulence","N0.HOG0004642",1,0,168
"Virulence","N0.HOG0004644",1,1,651
"Virulence","N0.HOG0004646",0,1,797
"Virulence","N0.HOG0004647",1,1,651
"Virulence","N0.HOG0004651",0,1,797
"Virulence","N0.HOG0004656",0,2,1108
"Virulence","N0.HOG0004657",1,1,651
"Virulence","N0.HOG0004658",1,1,651
"Virulence","N0.HOG0004661",2,2,439
"Virulence","N0.HOG0004662",1,1,651
"Virulence","N0.HOG0004663",0,2,1108
"Virulence","N0.HOG0004664",0,2,1108
"Virulence","N0.HOG0004665",0,2,1108
"Virulence","N0.HOG0004666",1,1,651
"Virulence","N0.HOG0004669",2,1,184
"Virulence","N0.HOG0004672",0,1,797
"Virulence","N0.HOG0004674",1,1,651
"Virulence","N0.HOG0004675",0,1,797
"Virulence","N0.HOG0004679",0,3,177
"Virulence","N0.HOG0004681",1,0,168
"Virulence","N0.HOG0004684",1,1,651
"Virulence","N0.HOG0004685",1,1,651
"Virulence","N0.HOG0004686",2,0,645
"Virulence","N0.HOG0004688",0,2,1108
"Virulence","N0.HOG0004690",1,1,651
"Virulence","N0.HOG0004698",0,2,1108
"Virulence","N0.HOG0004699",2,0,645
"Virulence","N0.HOG0004702",1,0,168
"Virulence","N0.HOG0004707",1,1,651
"Virulence","N0.HOG0004708",0,1,797
"Virulence","N0.HOG0004709",0,1,797
"Virulence","N0.HOG0004714",0,2,1108
"Virulence","N0.HOG0004717",0,1,797
"Virulence","N0.HOG0004730",0,2,1108
"Virulence","N0.HOG0004735",1,1,651
"Virulence","N0.HOG0004737",1,1,651
"Virulence","N0.HOG0004738",1,2,163
"Virulence","N0.HOG0004745",0,2,1108
"Virulence","N0.HOG0004750",1,1,651
"Virulence","N0.HOG0004753",1,1,651
"Virulence","N0.HOG0004755",0,2,1108
"Virulence","N0.HOG0004758",2,2,439
"Virulence","N0.HOG0004759",0,2.5,20
"Virulence","N0.HOG0004762",1,1,651
"Virulence","N0.HOG0004763",0,4,110
"Virulence","N0.HOG0004768",2,2,439
"Virulence","N0.HOG0004769",2,2,439
"Virulence","N0.HOG0004771",0,1,797
"Virulence","N0.HOG0004772",0,4,110
"Virulence","N0.HOG0004779",0,1.5,76
"Virulence","N0.HOG0004782",2,2,439
"Virulence","N0.HOG0004783",0,2,1108
"Virulence","N0.HOG0004793",0,1,797
"Virulence","N0.HOG0004795",0,1.5,76
"Virulence","N0.HOG0004796",5,6,5
"Virulence","N0.HOG0004799",0,1,797
"Virulence","N0.HOG0004801",0,2,1108
"Virulence","N0.HOG0004806",1,0,168
"Virulence","N0.HOG0004814",0,1,797
"Virulence","N0.HOG0004817",2,0,645
"Virulence","N0.HOG0004818",0,1,797
"Virulence","N0.HOG0004828",1,1,651
"Virulence","N0.HOG0004829",0,3,177
"Virulence","N0.HOG0004832",1,1,651
"Virulence","N0.HOG0004833",2,2,439
"Virulence","N0.HOG0004836",1,2,163
"Virulence","N0.HOG0004840",0,1,797
"Virulence","N0.HOG0004843",1,1,651
"Virulence","N0.HOG0004844",2,1,184
"Virulence","N0.HOG0004851",2,2,439
"Virulence","N0.HOG0004855",0,1,797
"Virulence","N0.HOG0004859",0,1,797
"Virulence","N0.HOG0004860",0,1,797
"Virulence","N0.HOG0004861",1,1,651
"Virulence","N0.HOG0004862",1,1,651
"Virulence","N0.HOG0004865",1.5,2,38
"Virulence","N0.HOG0004872",0,2,1108
"Virulence","N0.HOG0004880",0,2,1108
"Virulence","N0.HOG0004886",1,1,651
"Virulence","N0.HOG0004889",1,1,651
"Virulence","N0.HOG0004891",0,1,797
"Virulence","N0.HOG0004892",0,1,797
"Virulence","N0.HOG0004895",0,2,1108
"Virulence","N0.HOG0004896",1,1,651
"Virulence","N0.HOG0004898",1,1,651
"Virulence","N0.HOG0004899",1,1,651
"Virulence","N0.HOG0004906",1,1,651
"Virulence","N0.HOG0004908",0,1,797
"Virulence","N0.HOG0004909",2,0,645
"Virulence","N0.HOG0004910",0,2,1108
"Virulence","N0.HOG0004911",0,2,1108
"Virulence","N0.HOG0004913",2,0,645
"Virulence","N0.HOG0004914",0,1,797
"Virulence","N0.HOG0004917",0,2,1108
"Virulence","N0.HOG0004922",0,2,1108
"Virulence","N0.HOG0004925",1,0,168
"Virulence","N0.HOG0004926",1,1,651
"Virulence","N0.HOG0004927",0,1,797
"Virulence","N0.HOG0004928",0,4,110
"Virulence","N0.HOG0004930",0,1,797
"Virulence","N0.HOG0004931",0,4,110
"Virulence","N0.HOG0004932",1,1,651
"Virulence","N0.HOG0004937",2,2,439
"Virulence","N0.HOG0004938",1,1,651
"Virulence","N0.HOG0004942",0,2,1108
"Virulence","N0.HOG0004943",0,1,797
"Virulence","N0.HOG0004945",1,1,651
"Virulence","N0.HOG0004946",2,0,645
"Virulence","N0.HOG0004948",0,1,797
"Virulence","N0.HOG0004949",1,1,651
"Virulence","N0.HOG0004954",0,1,797
"Virulence","N0.HOG0004955",1,1,651
"Virulence","N0.HOG0004956",1,0,168
"Virulence","N0.HOG0004966",1,1,651
"Virulence","N0.HOG0004969",1,1,651
"Virulence","N0.HOG0004971",0,2,1108
"Virulence","N0.HOG0004972",2,2,439
"Virulence","N0.HOG0004973",0,2,1108
"Virulence","N0.HOG0004974",2,0,645
"Virulence","N0.HOG0004975",0,1.5,76
"Virulence","N0.HOG0004979",0,1,797
"Virulence","N0.HOG0004980",0,1,797
"Virulence","N0.HOG0004983",0,2,1108
"Virulence","N0.HOG0004986",1,1,651
"Virulence","N0.HOG0004987",2,2,439
"Virulence","N0.HOG0004989",1,2,163
"Virulence","N0.HOG0004993",1,1,651
"Virulence","N0.HOG0004996",2,0,645
"Virulence","N0.HOG0005001",1,1,651
"Virulence","N0.HOG0005002",0,1,797
"Virulence","N0.HOG0005003",2,1,184
"Virulence","N0.HOG0005004",0,2,1108
"Virulence","N0.HOG0005005",0,1,797
"Virulence","N0.HOG0005006",2,0,645
"Virulence","N0.HOG0005008",0,1,797
"Virulence","N0.HOG0005012",2,0,645
"Virulence","N0.HOG0005013",0,2,1108
"Virulence","N0.HOG0005016",0,2,1108
"Virulence","N0.HOG0005018",0,2,1108
"Virulence","N0.HOG0005020",1,2,163
"Virulence","N0.HOG0005021",2,0,645
"Virulence","N0.HOG0005032",0,1,797
"Virulence","N0.HOG0005034",0,2,1108
"Virulence","N0.HOG0005035",0,1,797
"Virulence","N0.HOG0005038",0,3.5,8
"Virulence","N0.HOG0005039",0,1,797
"Virulence","N0.HOG0005040",1,1,651
"Virulence","N0.HOG0005041",1,1,651
"Virulence","N0.HOG0005047",1,0,168
"Virulence","N0.HOG0005048",2,0,645
"Virulence","N0.HOG0005050",0,1,797
"Virulence","N0.HOG0005051",0,2,1108
"Virulence","N0.HOG0005056",1,1,651
"Virulence","N0.HOG0005065",0,2,1108
"Virulence","N0.HOG0005069",2,2,439
"Virulence","N0.HOG0005074",0,2,1108
"Virulence","N0.HOG0005075",0,2,1108
"Virulence","N0.HOG0005076",0,1,797
"Virulence","N0.HOG0005078",1,1,651
"Virulence","N0.HOG0005079",0,1,797
"Virulence","N0.HOG0005085",2.5,3,4
"Virulence","N0.HOG0005086",0,1,797
"Virulence","N0.HOG0005089",0,1,797
"Virulence","N0.HOG0005090",2,1.5,40
"Virulence","N0.HOG0005091",0,1,797
"Virulence","N0.HOG0005093",2,0,645
"Virulence","N0.HOG0005095",0,4,110
"Virulence","N0.HOG0005103",1,1,651
"Virulence","N0.HOG0005112",1,1,651
"Virulence","N0.HOG0005116",0,2,1108
"Virulence","N0.HOG0005117",2,2,439
"Virulence","N0.HOG0005118",2,0,645
"Virulence","N0.HOG0005119",1,1,651
"Virulence","N0.HOG0005120",0,1,797
"Virulence","N0.HOG0005123",1,1,651
"Virulence","N0.HOG0005126",0,2,1108
"Virulence","N0.HOG0005127",0,1,797
"Virulence","N0.HOG0005128",1,0,168
"Virulence","N0.HOG0005133",1,0,168
"Virulence","N0.HOG0005136",0,1,797
"Virulence","N0.HOG0005137",1.5,0,48
"Virulence","N0.HOG0005139",0,1,797
"Virulence","N0.HOG0005140",2,0,645
"Virulence","N0.HOG0005141",1,1,651
"Virulence","N0.HOG0005145",1,1,651
"Virulence","N0.HOG0005147",1,1,651
"Virulence","N0.HOG0005148",0,2,1108
"Virulence","N0.HOG0005150",2,2,439
"Virulence","N0.HOG0005151",2,1,184
"Virulence","N0.HOG0005152",0,1,797
"Virulence","N0.HOG0005153",1,1,651
"Virulence","N0.HOG0005154",0,2,1108
"Virulence","N0.HOG0005156",2,0,645
"Virulence","N0.HOG0005157",1,1,651
"Virulence","N0.HOG0005158",1,1,651
"Virulence","N0.HOG0005159",0,1,797
"Virulence","N0.HOG0005162",2,0,645
"Virulence","N0.HOG0005163",0,1.5,76
"Virulence","N0.HOG0005164",0,1,797
"Virulence","N0.HOG0005169",0,1,797
"Virulence","N0.HOG0005170",0,1,797
"Virulence","N0.HOG0005172",0,2,1108
"Virulence","N0.HOG0005183",3,2,58
"Virulence","N0.HOG0005186",0,1,797
"Virulence","N0.HOG0005187",1,1,651
"Virulence","N0.HOG0005190",0,1,797
"Virulence","N0.HOG0005191",0,1.5,76
"Virulence","N0.HOG0005194",2,2,439
"Virulence","N0.HOG0005196",2,2,439
"Virulence","N0.HOG0005202",1,1,651
"Virulence","N0.HOG0005204",2,0,645
"Virulence","N0.HOG0005207",2,2,439
"Virulence","N0.HOG0005213",0,1,797
"Virulence","N0.HOG0005216",1,1,651
"Virulence","N0.HOG0005217",1,1,651
"Virulence","N0.HOG0005219",1,1,651
"Virulence","N0.HOG0005220",0,2,1108
"Virulence","N0.HOG0005222",2,2,439
"Virulence","N0.HOG0005223",18,11,1
"Virulence","N0.HOG0005225",0,2,1108
"Virulence","N0.HOG0005228",2,2,439
"Virulence","N0.HOG0005231",0,3,177
"Virulence","N0.HOG0005235",2,2,439
"Virulence","N0.HOG0005237",4,2,17
"Virulence","N0.HOG0005238",0,1,797
"Virulence","N0.HOG0005239",2,1.5,40
"Virulence","N0.HOG0005242",0,1,797
"Virulence","N0.HOG0005246",0,1,797
"Virulence","N0.HOG0005249",0,2,1108
"Virulence","N0.HOG0005251",2,2,439
"Virulence","N0.HOG0005252",3,0,128
"Virulence","N0.HOG0005253",2,0,645
"Virulence","N0.HOG0005254",0,1,797
"Virulence","N0.HOG0005256",1,1,651
"Virulence","N0.HOG0005260",0,3,177
"Virulence","N0.HOG0005261",4,3.5,3
"Virulence","N0.HOG0005265",2,3.5,6
"Virulence","N0.HOG0005267",5,0,26
"Virulence","N0.HOG0005268",1,1,651
"Virulence","N0.HOG0005273",0,7,24
"Virulence","N0.HOG0005279",0,2,1108
"Virulence","N0.HOG0005282",6,0,18
"Virulence","N0.HOG0005290",1,1.5,50
"Virulence","N0.HOG0005291",0,1,797
"Virulence","N0.HOG0005293",0,4,110
"Virulence","N0.HOG0005294",0,1,797
"Virulence","N0.HOG0005297",1.5,0,48
"Virulence","N0.HOG0005298",0,6,44
"Virulence","N0.HOG0005300",0,2,1108
"Virulence","N0.HOG0005305",2,0,645
"Virulence","N0.HOG0005310",0,1,797
"Virulence","N0.HOG0005312",3,1,15
"Virulence","N0.HOG0005313",0,1,797
"Virulence","N0.HOG0005315",0,2,1108
"Virulence","N0.HOG0005321",3,4,11
"Virulence","N0.HOG0005322",1,1,651
"Virulence","N0.HOG0005325",2,0,645
"Virulence","N0.HOG0005326",0,2,1108
"Virulence","N0.HOG0005327",1,1,651
"Virulence","N0.HOG0005330",2,1.5,40
"Virulence","N0.HOG0005331",1,1,651
"Virulence","N0.HOG0005335",0,2,1108
"Virulence","N0.HOG0005336",2,0,645
"Virulence","N0.HOG0005339",1,0,168
"Virulence","N0.HOG0005346",2,0,645
"Virulence","N0.HOG0005347",2,0,645
"Virulence","N0.HOG0005348",0,1,797
"Virulence","N0.HOG0005350",1,1,651
"Virulence","N0.HOG0005351",0,2,1108
"Virulence","N0.HOG0005354",0,2,1108
"Virulence","N0.HOG0005357",1,1,651
"Virulence","N0.HOG0005358",1,1,651
"Virulence","N0.HOG0005364",1,1.5,50
"Virulence","N0.HOG0005366",2,0,645
"Virulence","N0.HOG0005369",0,1.5,76
"Virulence","N0.HOG0005371",1,1,651
"Virulence","N0.HOG0005373",0,2,1108
"Virulence","N0.HOG0005379",2,2,439
"Virulence","N0.HOG0005385",2,2,439
"Virulence","N0.HOG0005386",1,1,651
"Virulence","N0.HOG0005387",1.5,1,33
"Virulence","N0.HOG0005388",0,1,797
"Virulence","N0.HOG0005390",1,1,651
"Virulence","N0.HOG0005391",0,1,797
"Virulence","N0.HOG0005395",1,1,651
"Virulence","N0.HOG0005400",1,1,651
"Virulence","N0.HOG0005402",2,0,645
"Virulence","N0.HOG0005403",2,2,439
"Virulence","N0.HOG0005406",1,2,163
"Virulence","N0.HOG0005412",1,0,168
"Virulence","N0.HOG0005413",0,4,110
"Virulence","N0.HOG0005417",0,2,1108
"Virulence","N0.HOG0005418",1,1,651
"Virulence","N0.HOG0005419",0,2,1108
"Virulence","N0.HOG0005420",0,1,797
"Virulence","N0.HOG0005427",0,1,797
"Virulence","N0.HOG0005432",1,0,168
"Virulence","N0.HOG0005433",0,2,1108
"Virulence","N0.HOG0005434",0,2,1108
"Virulence","N0.HOG0005437",0,1,797
"Virulence","N0.HOG0005438",0,1,797
"Virulence","N0.HOG0005439",2,0,645
"Virulence","N0.HOG0005446",2,1,184
"Virulence","N0.HOG0005455",2,3,45
"Virulence","N0.HOG0005458",0,1,797
"Virulence","N0.HOG0005459",0,1,797
"Virulence","N0.HOG0005461",1,1,651
"Virulence","N0.HOG0005462",1,1,651
"Virulence","N0.HOG0005464",0,1,797
"Virulence","N0.HOG0005469",0,3,177
"Virulence","N0.HOG0005470",0,1,797
"Virulence","N0.HOG0005475",0,2,1108
"Virulence","N0.HOG0005478",2,0,645
"Virulence","N0.HOG0005486",0,1,797
"Virulence","N0.HOG0005487",0,2,1108
"Virulence","N0.HOG0005489",0,2,1108
"Virulence","N0.HOG0005491",0,2,1108
"Virulence","N0.HOG0005493",0,2,1108
"Virulence","N0.HOG0005501",0,1,797
"Virulence","N0.HOG0005506",0,1,797
"Virulence","N0.HOG0005510",2,2,439
"Virulence","N0.HOG0005512",0,1,797
"Virulence","N0.HOG0005519",0,6.5,3
"Virulence","N0.HOG0005522",0,2,1108
"Virulence","N0.HOG0005525",0,1,797
"Virulence","N0.HOG0005530",1,1,651
"Virulence","N0.HOG0005539",0,2,1108
"Virulence","N0.HOG0005544",0,2,1108
"Virulence","N0.HOG0005546",2,1,184
"Virulence","N0.HOG0005550",0,2,1108
"Virulence","N0.HOG0005552",0,1,797
"Virulence","N0.HOG0005555",0,2,1108
"Virulence","N0.HOG0005556",0,1,797
"Virulence","N0.HOG0005560",1,1,651
"Virulence","N0.HOG0005561",3,1,15
"Virulence","N0.HOG0005562",1,2,163
"Virulence","N0.HOG0005564",0,3,177
"Virulence","N0.HOG0005565",0,1,797
"Virulence","N0.HOG0005566",2,1,184
"Virulence","N0.HOG0005567",0,2,1108
"Virulence","N0.HOG0005568",2,0,645
"Virulence","N0.HOG0005571",5,0,26
"Virulence","N0.HOG0005572",0,1,797
"Virulence","N0.HOG0005573",6,0,18
"Virulence","N0.HOG0005575",0,1,797
"Virulence","N0.HOG0005576",0,1,797
"Virulence","N0.HOG0005582",0,1,797
"Virulence","N0.HOG0005589",0,2,1108
"Virulence","N0.HOG0005592",1,0,168
"Virulence","N0.HOG0005595",1,1,651
"Virulence","N0.HOG0005597",1,1,651
"Virulence","N0.HOG0005598",1,1,651
"Virulence","N0.HOG0005599",1.5,1,33
"Virulence","N0.HOG0005600",1,0,168
"Virulence","N0.HOG0005601",2,1,184
"Virulence","N0.HOG0005602",3,0,128
"Virulence","N0.HOG0005605",2,2,439
"Virulence","N0.HOG0005607",0,2,1108
"Virulence","N0.HOG0005609",1,1,651
"Virulence","N0.HOG0005611",0,1,797
"Virulence","N0.HOG0005617",0,2,1108
"Virulence","N0.HOG0005621",3,0,128
"Virulence","N0.HOG0005622",0,1,797
"Virulence","N0.HOG0005623",3,0,128
"Virulence","N0.HOG0005625",0,2,1108
"Virulence","N0.HOG0005629",0,1,797
"Virulence","N0.HOG0005631",0,1,797
"Virulence","N0.HOG0005633",5,3,5
"Virulence","N0.HOG0005638",0,2.5,20
"Virulence","N0.HOG0005647",0,1,797
"Virulence","N0.HOG0005648",1,0,168
"Virulence","N0.HOG0005649",0,2,1108
"Virulence","N0.HOG0005652",0,1.5,76
"Virulence","N0.HOG0005654",0,2,1108
"Virulence","N0.HOG0005655",1,1,651
"Virulence","N0.HOG0005656",1,1,651
"Virulence","N0.HOG0005657",1,1,651
"Virulence","N0.HOG0005658",2,4,19
"Virulence","N0.HOG0005660",0,2,1108
"Virulence","N0.HOG0005667",0,2,1108
"Virulence","N0.HOG0005668",2,1,184
"Virulence","N0.HOG0005673",0,1,797
"Virulence","N0.HOG0005674",0,1,797
"Virulence","N0.HOG0005675",2,0,645
"Virulence","N0.HOG0005676",0,1,797
"Virulence","N0.HOG0005677",1.5,0,48
"Virulence","N0.HOG0005678",2,1.5,40
"Virulence","N0.HOG0005683",2,2,439
"Virulence","N0.HOG0005687",2,0,645
"Virulence","N0.HOG0005688",1,0,168
"Virulence","N0.HOG0005692",0,2,1108
"Virulence","N0.HOG0005695",0,2,1108
"Virulence","N0.HOG0005697",2,0,645
"Virulence","N0.HOG0005700",0,2,1108
"Virulence","N0.HOG0005706",2,1,184
"Virulence","N0.HOG0005712",1,1,651
"Virulence","N0.HOG0005714",0,1,797
"Virulence","N0.HOG0005719",0,1,797
"Virulence","N0.HOG0005729",0,2,1108
"Virulence","N0.HOG0005732",0,1,797
"Virulence","N0.HOG0005733",4,5,14
"Virulence","N0.HOG0005737",0,2,1108
"Virulence","N0.HOG0005739",1,1,651
"Virulence","N0.HOG0005741",4.5,0,6
"Virulence","N0.HOG0005744",0,1,797
"Virulence","N0.HOG0005746",0,1,797
"Virulence","N0.HOG0005748",1,1,651
"Virulence","N0.HOG0005753",0,1,797
"Virulence","N0.HOG0005757",1,1,651
"Virulence","N0.HOG0005760",1,1,651
"Virulence","N0.HOG0005764",0,2,1108
"Virulence","N0.HOG0005769",0,1,797
"Virulence","N0.HOG0005770",0,1,797
"Virulence","N0.HOG0005775",2,0,645
"Virulence","N0.HOG0005784",1,2,163
"Virulence","N0.HOG0005785",0,2,1108
"Virulence","N0.HOG0005790",0,1,797
"Virulence","N0.HOG0005791",0,1,797
"Virulence","N0.HOG0005793",0,2,1108
"Virulence","N0.HOG0005795",0,3,177
"Virulence","N0.HOG0005799",0,2,1108
"Virulence","N0.HOG0005800",0,1,797
"Virulence","N0.HOG0005801",0,1,797
"Virulence","N0.HOG0005804",2,0,645
"Virulence","N0.HOG0005806",0,1,797
"Virulence","N0.HOG0005809",1,0,168
"Virulence","N0.HOG0005810",4,0,55
"Virulence","N0.HOG0005811",1,1,651
"Virulence","N0.HOG0005812",0,2,1108
"Virulence","N0.HOG0005813",2,2,439
"Virulence","N0.HOG0005814",0,2,1108
"Virulence","N0.HOG0005815",2,0,645
"Virulence","N0.HOG0005818",2,1,184
"Virulence","N0.HOG0005820",0,2,1108
"Virulence","N0.HOG0005822",2,0,645
"Virulence","N0.HOG0005824",4.5,3,3
"Virulence","N0.HOG0005826",0,2,1108
"Virulence","N0.HOG0005831",0,1,797
"Virulence","N0.HOG0005834",1,7,1
"Virulence","N0.HOG0005835",1,1.5,50
"Virulence","N0.HOG0005837",0,1,797
"Virulence","N0.HOG0005843",1,1,651
"Virulence","N0.HOG0005847",0,2,1108
"Virulence","N0.HOG0005856",0,1,797
"Virulence","N0.HOG0005861",0,1.5,76
"Virulence","N0.HOG0005863",1,1,651
"Virulence","N0.HOG0005864",1,1,651
"Virulence","N0.HOG0005865",0,2,1108
"Virulence","N0.HOG0005867",0,1,797
"Virulence","N0.HOG0005868",0,2,1108
"Virulence","N0.HOG0005870",1,1,651
"Virulence","N0.HOG0005871",2,1,184
"Virulence","N0.HOG0005877",0,2,1108
"Virulence","N0.HOG0005882",0,1.5,76
"Virulence","N0.HOG0005883",2,2,439
"Virulence","N0.HOG0005890",0,1.5,76
"Virulence","N0.HOG0005891",2,2,439
"Virulence","N0.HOG0005897",2,2,439
"Virulence","N0.HOG0005899",2,0,645
"Virulence","N0.HOG0005900",0,2,1108
"Virulence","N0.HOG0005909",2,0,645
"Virulence","N0.HOG0005910",1,1,651
"Virulence","N0.HOG0005921",3.5,2,9
"Virulence","N0.HOG0005923",0,2,1108
"Virulence","N0.HOG0005930",1,0,168
"Virulence","N0.HOG0005932",0,2,1108
"Virulence","N0.HOG0005935",0,2,1108
"Virulence","N0.HOG0005942",2,0,645
"Virulence","N0.HOG0005946",2,1,184
"Virulence","N0.HOG0005947",0,3,177
"Virulence","N0.HOG0005948",1,2,163
"Virulence","N0.HOG0005952",2,2,439
"Virulence","N0.HOG0005953",1,1,651
"Virulence","N0.HOG0005955",1,1,651
"Virulence","N0.HOG0005956",0,1,797
"Virulence","N0.HOG0005958",1,1,651
"Virulence","N0.HOG0005960",0,1,797
"Virulence","N0.HOG0005965",2,2,439
"Virulence","N0.HOG0005966",0,2,1108
"Virulence","N0.HOG0005967",0,1,797
"Virulence","N0.HOG0005969",0,1,797
"Virulence","N0.HOG0005972",1,1,651
"Virulence","N0.HOG0005975",0,1,797
"Virulence","N0.HOG0005981",1,1,651
"Virulence","N0.HOG0005983",1,1,651
"Virulence","N0.HOG0005988",2,2,439
"Virulence","N0.HOG0005990",0,1,797
"Virulence","N0.HOG0005991",0,2,1108
"Virulence","N0.HOG0005992",0,1,797
"Virulence","N0.HOG0005993",0,1,797
"Virulence","N0.HOG0005996",1,0,168
"Virulence","N0.HOG0005999",2,0,645
"Virulence","N0.HOG0006002",0,2,1108
"Virulence","N0.HOG0006003",0,1,797
